First Name,Last Name,Title,Country,Company,Industry
,,Dasher VP,"Charlotte, North Carolina",,
,,Dasher VP,"Raleigh, North Carolina",,
,,Dasher VP,"Greensboro, North Carolina",,
,,Dasher VP,"Durham, North Carolina",,
,,Dasher VP,"Winston-Salem, North Carolina",,
,,Dasher VP,"Fayetteville, North Carolina",,
,,Dasher VP,"Fargo, North Dakota",,
,,Dasher VP,"Bismarck, North Dakota",,
,,Dasher VP,"Grand Forks, North Dakota",,
,,Dasher VP,"Minot, North Dakota",,
,,Dasher VP,"West Fargo, North Dakota",,
,,Dasher VP,"Williston, North Dakota",,
,,Dasher VP,"Columbus, Ohio",,
,,Dasher VP,"Cleveland, Ohio",,
,,Dasher VP,"Cincinnati, Ohio",,
,,Dasher VP,"Toledo, Ohio",,
,,Dasher VP,"Akron, Ohio",,
,,Dasher VP,"Dayton, Ohio",,
,,Dasher VP,"Oklahoma City, Oklahoma",,
,,Dasher VP,"Tulsa, Oklahoma",,
,,Dasher VP,"Norman, Oklahoma",,
,,Dasher VP,"Broken Arrow, Oklahoma",,
,,Dasher VP,"Edmond, Oklahoma",,
,,Dasher VP,"Lawton, Oklahoma",,
,,Dasher VP,"Portland, Oregon",,
,,Dasher VP,"Eugene, Oregon",,
,,Dasher VP,"Salem, Oregon",,
,,Dasher VP,"Gresham, Oregon",,
,,Dasher VP,"Hillsboro, Oregon",,
,,Dasher VP,"Bend, Oregon",,
,,Dasher VP,"Philadelphia, Pennsylvania",,
,,Dasher VP,"Pittsburgh, Pennsylvania",,
,,Dasher VP,"Allentown, Pennsylvania",,
,,Dasher VP,"Reading, Pennsylvania",,
,,Dasher VP,"Erie, Pennsylvania",,
,,Dasher VP,"Bethlehem, Pennsylvania",,
,,Dasher VP,"Providence, Rhode Island",,
,,Dasher VP,"Warwick, Rhode Island",,
,,Dasher VP,"Cranston, Rhode Island",,
,,Dasher VP,"Pawtucket, Rhode Island",,
,,Dasher VP,"East Providence, Rhode Island",,
,,Dasher VP,"Woonsocket, Rhode Island",,
,,Dasher VP,"Charleston, South Carolina",,
,,Dasher VP,"Columbia, South Carolina",,
,,Dasher VP,"North Charleston, South Carolina",,
,,Dasher VP,"Mount Pleasant town, South Carolina",,
,,Dasher VP,"Rock Hill, South Carolina",,
,,Dasher VP,"Greenville, South Carolina",,
,,Dasher VP,"Sioux Falls, South Dakota",,
,,Dasher VP,"Rapid City, South Dakota",,
,,Dasher VP,"Aberdeen, South Dakota",,
,,Dasher VP,"Brookings, South Dakota",,
,,Dasher VP,"Watertown, South Dakota",,
,,Dasher VP,"Mitchell, South Dakota",,
,,Dasher VP,"Nashville-Davidson metropolitan government (balance), Tennessee",,
,,Dasher VP,"Memphis, Tennessee",,
,,Dasher VP,"Knoxville, Tennessee",,
,,Dasher VP,"Chattanooga, Tennessee",,
,,Dasher VP,"Clarksville, Tennessee",,
,,Dasher VP,"Murfreesboro, Tennessee",,
,,Dasher VP,"Houston, Texas",,
,,Dasher VP,"San Antonio, Texas",,
,,Dasher VP,"Dallas, Texas",,
,,Dasher VP,"Austin, Texas",,
,,Dasher VP,"Fort Worth, Texas",,
,,Dasher VP,"El Paso, Texas",,
,,Dasher VP,"Salt Lake City, Utah",,
,,Dasher VP,"West Valley City, Utah",,
,,Dasher VP,"West Jordan, Utah",,
,,Dasher VP,"Provo, Utah",,
,,Dasher VP,"St. George, Utah",,
,,Dasher VP,"Orem, Utah",,
,,Dasher VP,"Burlington, Vermont",,
,,Dasher VP,"South Burlington, Vermont",,
,,Dasher VP,"Rutland, Vermont",,
,,Dasher VP,"Essex Junction village, Vermont",,
,,Dasher VP,"Barre, Vermont",,
,,Dasher VP,"Winooski, Vermont",,
,,Dasher VP,"Virginia Beach, Virginia",,
,,Dasher VP,"Chesapeake, Virginia",,
,,Dasher VP,"Norfolk, Virginia",,
,,Dasher VP,"Richmond, Virginia",,
,,Dasher VP,"Newport News, Virginia",,
,,Dasher VP,"Alexandria, Virginia",,
,,Dasher VP,"Seattle, Washington",,
,,Dasher VP,"Spokane, Washington",,
,,Dasher VP,"Tacoma, Washington",,
,,Dasher VP,"Vancouver, Washington",,
,,Dasher VP,"Bellevue, Washington",,
,,Dasher VP,"Kent, Washington",,
,,Dasher VP,"Charleston, West Virginia",,
,,Dasher VP,"Huntington, West Virginia",,
,,Dasher VP,"Morgantown, West Virginia",,
,,Dasher VP,"Parkersburg, West Virginia",,
,,Dasher VP,"Wheeling, West Virginia",,
,,Dasher VP,"Martinsburg, West Virginia",,
,,Dasher VP,"Milwaukee, Wisconsin",,
,,Dasher VP,"Madison, Wisconsin",,
,,Dasher VP,"Green Bay, Wisconsin",,
,,Dasher VP,"Kenosha, Wisconsin",,
,,Dasher VP,"Racine, Wisconsin",,
,,Dasher VP,"Appleton, Wisconsin",,
,,Dasher VP,"Cheyenne, Wyoming",,
,,Dasher VP,"Casper, Wyoming",,
,,Dasher VP,"Gillette, Wyoming",,
,,Dasher VP,"Laramie, Wyoming",,
,,Dasher VP,"Rock Springs, Wyoming",,
,,Dasher VP,"Sheridan, Wyoming",,
,,Dasher director,"Huntsville, Alabama",,
,,Dasher director,"Montgomery, Alabama",,
,,Dasher director,"Birmingham, Alabama",,
,,Dasher director,"Mobile, Alabama",,
,,Dasher director,"Tuscaloosa, Alabama",,
,,Dasher director,"Hoover, Alabama",,
,,Dasher director,"Anchorage municipality, Alaska",,
,,Dasher director,"Fairbanks, Alaska",,
,,Dasher director,"Juneau and borough, Alaska",,
,,Dasher director,"Wasilla, Alaska",,
,,Dasher director,"Sitka and borough, Alaska",,
,,Dasher director,"Ketchikan, Alaska",,
,,Dasher director,"Phoenix, Arizona",,
,,Dasher director,"Tucson, Arizona",,
,,Dasher director,"Mesa, Arizona",,
,,Dasher director,"Chandler, Arizona",,
,,Dasher director,"Gilbert town, Arizona",,
,,Dasher director,"Glendale, Arizona",,
,,Dasher director,"Little Rock, Arkansas",,
,,Dasher director,"Fayetteville, Arkansas",,
,,Dasher director,"Fort Smith, Arkansas",,
,,Dasher director,"Springdale, Arkansas",,
,,Dasher director,"Jonesboro, Arkansas",,
,,Dasher director,"Rogers, Arkansas",,
,,Dasher director,"Los Angeles, California",,
,,Dasher director,"San Diego, California",,
,,Dasher director,"San Jose, California",,
,,Dasher director,"San Francisco, California",,
,,Dasher director,"Fresno, California",,
,,Dasher director,"Sacramento, California",,
,,Dasher director,"Denver, Colorado",,
,,Dasher director,"Colorado Springs, Colorado",,
,,Dasher director,"Aurora, Colorado",,
,,Dasher director,"Fort Collins, Colorado",,
,,Dasher director,"Lakewood, Colorado",,
,,Dasher director,"Thornton, Colorado",,
,,Dasher director,"Bridgeport, Connecticut",,
,,Dasher director,"New Haven, Connecticut",,
,,Dasher director,"Stamford, Connecticut",,
,,Dasher director,"Hartford, Connecticut",,
,,Dasher director,"Waterbury, Connecticut",,
,,Dasher director,"Norwalk, Connecticut",,
,,Dasher director,"Wilmington, Delaware",,
,,Dasher director,"Dover, Delaware",,
,,Dasher director,"Newark, Delaware",,
,,Dasher director,"Middletown town, Delaware",,
,,Dasher director,"Smyrna town, Delaware",,
,,Dasher director,"Milford, Delaware",,
,,Dasher director,"Washington, District of Columbia",,
,,Dasher director,"Jacksonville, Florida",,
,,Dasher director,"Miami, Florida",,
,,Dasher director,"Tampa, Florida",,
,,Dasher director,"Orlando, Florida",,
,,Dasher director,"St. Petersburg, Florida",,
,,Dasher director,"Port St. Lucie, Florida",,
,,Dasher director,"Atlanta, Georgia",,
,,Dasher director,"Columbus, Georgia",,
,,Dasher director,"Augusta-Richmond County consolidated government (balance), Georgia",,
,,Dasher director,"Macon-Bibb County, Georgia",,
,,Dasher director,"Savannah, Georgia",,
,,Dasher director,"Athens-Clarke County unified government (balance), Georgia",,
,,Dasher director,"Urban Honolulu CDP, Hawaii",,
,,Dasher director,"Boise City, Idaho",,
,,Dasher director,"Meridian, Idaho",,
,,Dasher director,"Nampa, Idaho",,
,,Dasher director,"Idaho Falls, Idaho",,
,,Dasher director,"Caldwell, Idaho",,
,,Dasher director,"Pocatello, Idaho",,
,,Dasher director,"Chicago, Illinois",,
,,Dasher director,"Aurora, Illinois",,
,,Dasher director,"Joliet, Illinois",,
,,Dasher director,"Naperville, Illinois",,
,,Dasher director,"Rockford, Illinois",,
,,Dasher director,"Springfield, Illinois",,
,,Dasher director,"Indianapolis (balance), Indiana",,
,,Dasher director,"Fort Wayne, Indiana",,
,,Dasher director,"Evansville, Indiana",,
,,Dasher director,"South Bend, Indiana",,
,,Dasher director,"Fishers, Indiana",,
,,Dasher director,"Carmel, Indiana",,
,,Dasher director,"Des Moines, Iowa",,
,,Dasher director,"Cedar Rapids, Iowa",,
,,Dasher director,"Davenport, Iowa",,
,,Dasher director,"Sioux City, Iowa",,
,,Dasher director,"Iowa City, Iowa",,
,,Dasher director,"Ankeny, Iowa",,
,,Dasher director,"Wichita, Kansas",,
,,Dasher director,"Overland Park, Kansas",,
,,Dasher director,"Kansas City, Kansas",,
,,Dasher director,"Olathe, Kansas",,
,,Dasher director,"Topeka, Kansas",,
,,Dasher director,"Lawrence, Kansas",,
,,Dasher director,"Louisville/Jefferson County metro government (balance), Kentucky",,
,,Dasher director,"Lexington-Fayette urban county, Kentucky",,
,,Dasher director,"Bowling Green, Kentucky",,
,,Dasher director,"Owensboro, Kentucky",,
,,Dasher director,"Covington, Kentucky",,
,,Dasher director,"Georgetown, Kentucky",,
,,Dasher director,"New Orleans, Louisiana",,
,,Dasher director,"Baton Rouge, Louisiana",,
,,Dasher director,"Shreveport, Louisiana",,
,,Dasher director,"Lafayette, Louisiana",,
,,Dasher director,"Lake Charles, Louisiana",,
,,Dasher director,"Kenner, Louisiana",,
,,Dasher director,"Portland, Maine",,
,,Dasher director,"Lewiston, Maine",,
,,Dasher director,"Bangor, Maine",,
,,Dasher director,"South Portland, Maine",,
,,Dasher director,"Auburn, Maine",,
,,Dasher director,"Biddeford, Maine",,
,,Dasher director,"Baltimore, Maryland",,
,,Dasher director,"Frederick, Maryland",,
,,Dasher director,"Gaithersburg, Maryland",,
,,Dasher director,"Rockville, Maryland",,
,,Dasher director,"Bowie, Maryland",,
,,Dasher director,"Hagerstown, Maryland",,
,,Dasher director,"Boston, Massachusetts",,
,,Dasher director,"Worcester, Massachusetts",,
,,Dasher director,"Springfield, Massachusetts",,
,,Dasher director,"Cambridge, Massachusetts",,
,,Dasher director,"Lowell, Massachusetts",,
,,Dasher director,"Brockton, Massachusetts",,
,,Dasher director,"Detroit, Michigan",,
,,Dasher director,"Grand Rapids, Michigan",,
,,Dasher director,"Warren, Michigan",,
,,Dasher director,"Sterling Heights, Michigan",,
,,Dasher director,"Ann Arbor, Michigan",,
,,Dasher director,"Lansing, Michigan",,
,,Dasher director,"Minneapolis, Minnesota",,
,,Dasher director,"St. Paul, Minnesota",,
,,Dasher director,"Rochester, Minnesota",,
,,Dasher director,"Bloomington, Minnesota",,
,,Dasher director,"Duluth, Minnesota",,
,,Dasher director,"Brooklyn Park, Minnesota",,
,,Dasher director,"Jackson, Mississippi",,
,,Dasher director,"Gulfport, Mississippi",,
,,Dasher director,"Southaven, Mississippi",,
,,Dasher director,"Biloxi, Mississippi",,
,,Dasher director,"Hattiesburg, Mississippi",,
,,Dasher director,"Olive Branch, Mississippi",,
,,Dasher director,"Kansas City, Missouri",,
,,Dasher director,"St. Louis, Missouri",,
,,Dasher director,"Springfield, Missouri",,
,,Dasher director,"Columbia, Missouri",,
,,Dasher director,"Independence, Missouri",,
,,Dasher director,"Lee's Summit, Missouri",,
,,Dasher director,"Billings, Montana",,
,,Dasher director,"Missoula, Montana",,
,,Dasher director,"Great Falls, Montana",,
,,Dasher director,"Bozeman, Montana",,
,,Dasher director,"Butte-Silver Bow (balance), Montana",,
,,Dasher director,"Helena, Montana",,
,,Dasher director,"Omaha, Nebraska",,
,,Dasher director,"Lincoln, Nebraska",,
,,Dasher director,"Bellevue, Nebraska",,
,,Dasher director,"Grand Island, Nebraska",,
,,Dasher director,"Kearney, Nebraska",,
,,Dasher director,"Fremont, Nebraska",,
,,Dasher director,"Las Vegas, Nevada",,
,,Dasher director,"Henderson, Nevada",,
,,Dasher director,"North Las Vegas, Nevada",,
,,Dasher director,"Reno, Nevada",,
,,Dasher director,"Sparks, Nevada",,
,,Dasher director,"Carson City, Nevada",,
,,Dasher director,"Manchester, New Hampshire",,
,,Dasher director,"Nashua, New Hampshire",,
,,Dasher director,"Concord, New Hampshire",,
,,Dasher director,"Dover, New Hampshire",,
,,Dasher director,"Rochester, New Hampshire",,
,,Dasher director,"Keene, New Hampshire",,
,,Dasher director,"Newark, New Jersey",,
,,Dasher director,"Jersey City, New Jersey",,
,,Dasher director,"Paterson, New Jersey",,
,,Dasher director,"Elizabeth, New Jersey",,
,,Dasher director,"Trenton, New Jersey",,
,,Dasher director,"Clifton, New Jersey",,
,,Dasher director,"Albuquerque, New Mexico",,
,,Dasher director,"Las Cruces, New Mexico",,
,,Dasher director,"Rio Rancho, New Mexico",,
,,Dasher director,"Santa Fe, New Mexico",,
,,Dasher director,"Roswell, New Mexico",,
,,Dasher director,"Farmington, New Mexico",,
,,Dasher director,"New York, New York",,
,,Dasher director,"Buffalo, New York",,
,,Dasher director,"Rochester, New York",,
,,Dasher director,"Yonkers, New York",,
,,Dasher director,"Syracuse, New York",,
,,Dasher director,"Albany, New York",,
,,Dasher director,"Charlotte, North Carolina",,
,,Dasher director,"Raleigh, North Carolina",,
,,Dasher director,"Greensboro, North Carolina",,
,,Dasher director,"Durham, North Carolina",,
,,Dasher director,"Winston-Salem, North Carolina",,
,,Dasher director,"Fayetteville, North Carolina",,
,,Dasher director,"Fargo, North Dakota",,
,,Dasher director,"Bismarck, North Dakota",,
,,Dasher director,"Grand Forks, North Dakota",,
,,Dasher director,"Minot, North Dakota",,
,,Dasher director,"West Fargo, North Dakota",,
,,Dasher director,"Williston, North Dakota",,
,,Dasher director,"Columbus, Ohio",,
,,Dasher director,"Cleveland, Ohio",,
,,Dasher director,"Cincinnati, Ohio",,
,,Dasher director,"Toledo, Ohio",,
,,Dasher director,"Akron, Ohio",,
,,Dasher director,"Dayton, Ohio",,
,,Dasher director,"Oklahoma City, Oklahoma",,
,,Dasher director,"Tulsa, Oklahoma",,
,,Dasher director,"Norman, Oklahoma",,
,,Dasher director,"Broken Arrow, Oklahoma",,
,,Dasher director,"Edmond, Oklahoma",,
,,Dasher director,"Lawton, Oklahoma",,
,,Dasher director,"Portland, Oregon",,
,,Dasher director,"Eugene, Oregon",,
,,Dasher director,"Salem, Oregon",,
,,Dasher director,"Gresham, Oregon",,
,,Dasher director,"Hillsboro, Oregon",,
,,Dasher director,"Bend, Oregon",,
,,Dasher director,"Philadelphia, Pennsylvania",,
,,Dasher director,"Pittsburgh, Pennsylvania",,
,,Dasher director,"Allentown, Pennsylvania",,
,,Dasher director,"Reading, Pennsylvania",,
,,Dasher director,"Erie, Pennsylvania",,
,,Dasher director,"Bethlehem, Pennsylvania",,
,,Dasher director,"Providence, Rhode Island",,
,,Dasher director,"Warwick, Rhode Island",,
,,Dasher director,"Cranston, Rhode Island",,
,,Dasher director,"Pawtucket, Rhode Island",,
,,Dasher director,"East Providence, Rhode Island",,
,,Dasher director,"Woonsocket, Rhode Island",,
,,Dasher director,"Charleston, South Carolina",,
,,Dasher director,"Columbia, South Carolina",,
,,Dasher director,"North Charleston, South Carolina",,
,,Dasher director,"Mount Pleasant town, South Carolina",,
,,Dasher director,"Rock Hill, South Carolina",,
,,Dasher director,"Greenville, South Carolina",,
,,Dasher director,"Sioux Falls, South Dakota",,
,,Dasher director,"Rapid City, South Dakota",,
,,Dasher director,"Aberdeen, South Dakota",,
,,Dasher director,"Brookings, South Dakota",,
,,Dasher director,"Watertown, South Dakota",,
,,Dasher director,"Mitchell, South Dakota",,
,,Dasher director,"Nashville-Davidson metropolitan government (balance), Tennessee",,
,,Dasher director,"Memphis, Tennessee",,
,,Dasher director,"Knoxville, Tennessee",,
,,Dasher director,"Chattanooga, Tennessee",,
,,Dasher director,"Clarksville, Tennessee",,
,,Dasher director,"Murfreesboro, Tennessee",,
,,Dasher director,"Houston, Texas",,
,,Dasher director,"San Antonio, Texas",,
,,Dasher director,"Dallas, Texas",,
,,Dasher director,"Austin, Texas",,
,,Dasher director,"Fort Worth, Texas",,
,,Dasher director,"El Paso, Texas",,
,,Dasher director,"Salt Lake City, Utah",,
,,Dasher director,"West Valley City, Utah",,
,,Dasher director,"West Jordan, Utah",,
,,Dasher director,"Provo, Utah",,
,,Dasher director,"St. George, Utah",,
,,Dasher director,"Orem, Utah",,
,,Dasher director,"Burlington, Vermont",,
,,Dasher director,"South Burlington, Vermont",,
,,Dasher director,"Rutland, Vermont",,
,,Dasher director,"Essex Junction village, Vermont",,
,,Dasher director,"Barre, Vermont",,
,,Dasher director,"Winooski, Vermont",,
,,Dasher director,"Virginia Beach, Virginia",,
,,Dasher director,"Chesapeake, Virginia",,
,,Dasher director,"Norfolk, Virginia",,
,,Dasher director,"Richmond, Virginia",,
,,Dasher director,"Newport News, Virginia",,
,,Dasher director,"Alexandria, Virginia",,
,,Dasher director,"Seattle, Washington",,
,,Dasher director,"Spokane, Washington",,
,,Dasher director,"Tacoma, Washington",,
,,Dasher director,"Vancouver, Washington",,
,,Dasher director,"Bellevue, Washington",,
,,Dasher director,"Kent, Washington",,
,,Dasher director,"Charleston, West Virginia",,
,,Dasher director,"Huntington, West Virginia",,
,,Dasher director,"Morgantown, West Virginia",,
,,Dasher director,"Parkersburg, West Virginia",,
,,Dasher director,"Wheeling, West Virginia",,
,,Dasher director,"Martinsburg, West Virginia",,
,,Dasher director,"Milwaukee, Wisconsin",,
,,Dasher director,"Madison, Wisconsin",,
,,Dasher director,"Green Bay, Wisconsin",,
,,Dasher director,"Kenosha, Wisconsin",,
,,Dasher director,"Racine, Wisconsin",,
,,Dasher director,"Appleton, Wisconsin",,
,,Dasher director,"Cheyenne, Wyoming",,
,,Dasher director,"Casper, Wyoming",,
,,Dasher director,"Gillette, Wyoming",,
,,Dasher director,"Laramie, Wyoming",,
,,Dasher director,"Rock Springs, Wyoming",,
,,Dasher director,"Sheridan, Wyoming",,
,,Dasher supervisor,"Huntsville, Alabama",,
,,Dasher supervisor,"Montgomery, Alabama",,
,,Dasher supervisor,"Birmingham, Alabama",,
,,Dasher supervisor,"Mobile, Alabama",,
,,Dasher supervisor,"Tuscaloosa, Alabama",,
,,Dasher supervisor,"Hoover, Alabama",,
,,Dasher supervisor,"Anchorage municipality, Alaska",,
,,Dasher supervisor,"Fairbanks, Alaska",,
,,Dasher supervisor,"Juneau and borough, Alaska",,
,,Dasher supervisor,"Wasilla, Alaska",,
,,Dasher supervisor,"Sitka and borough, Alaska",,
,,Dasher supervisor,"Ketchikan, Alaska",,
,,Dasher supervisor,"Phoenix, Arizona",,
,,Dasher supervisor,"Tucson, Arizona",,
,,Dasher supervisor,"Mesa, Arizona",,
,,Dasher supervisor,"Chandler, Arizona",,
,,Dasher supervisor,"Gilbert town, Arizona",,
,,Dasher supervisor,"Glendale, Arizona",,
,,Dasher supervisor,"Little Rock, Arkansas",,
,,Dasher supervisor,"Fayetteville, Arkansas",,
,,Dasher supervisor,"Fort Smith, Arkansas",,
,,Dasher supervisor,"Springdale, Arkansas",,
,,Dasher supervisor,"Jonesboro, Arkansas",,
,,Dasher supervisor,"Rogers, Arkansas",,
,,Dasher supervisor,"Los Angeles, California",,
,,Dasher supervisor,"San Diego, California",,
,,Dasher supervisor,"San Jose, California",,
,,Dasher supervisor,"San Francisco, California",,
,,Dasher supervisor,"Fresno, California",,
,,Dasher supervisor,"Sacramento, California",,
,,Dasher supervisor,"Denver, Colorado",,
,,Dasher supervisor,"Colorado Springs, Colorado",,
,,Dasher supervisor,"Aurora, Colorado",,
,,Dasher supervisor,"Fort Collins, Colorado",,
,,Dasher supervisor,"Lakewood, Colorado",,
,,Dasher supervisor,"Thornton, Colorado",,
,,Dasher supervisor,"Bridgeport, Connecticut",,
,,Dasher supervisor,"New Haven, Connecticut",,
,,Dasher supervisor,"Stamford, Connecticut",,
,,Dasher supervisor,"Hartford, Connecticut",,
,,Dasher supervisor,"Waterbury, Connecticut",,
,,Dasher supervisor,"Norwalk, Connecticut",,
,,Dasher supervisor,"Wilmington, Delaware",,
,,Dasher supervisor,"Dover, Delaware",,
,,Dasher supervisor,"Newark, Delaware",,
,,Dasher supervisor,"Middletown town, Delaware",,
,,Dasher supervisor,"Smyrna town, Delaware",,
,,Dasher supervisor,"Milford, Delaware",,
,,Dasher supervisor,"Washington, District of Columbia",,
,,Dasher supervisor,"Jacksonville, Florida",,
,,Dasher supervisor,"Miami, Florida",,
,,Dasher supervisor,"Tampa, Florida",,
,,Dasher supervisor,"Orlando, Florida",,
,,Dasher supervisor,"St. Petersburg, Florida",,
,,Dasher supervisor,"Port St. Lucie, Florida",,
,,Dasher supervisor,"Atlanta, Georgia",,
,,Dasher supervisor,"Columbus, Georgia",,
,,Dasher supervisor,"Augusta-Richmond County consolidated government (balance), Georgia",,
,,Dasher supervisor,"Macon-Bibb County, Georgia",,
,,Dasher supervisor,"Savannah, Georgia",,
,,Dasher supervisor,"Athens-Clarke County unified government (balance), Georgia",,
,,Dasher supervisor,"Urban Honolulu CDP, Hawaii",,
,,Dasher supervisor,"Boise City, Idaho",,
,,Dasher supervisor,"Meridian, Idaho",,
,,Dasher supervisor,"Nampa, Idaho",,
,,Dasher supervisor,"Idaho Falls, Idaho",,
,,Dasher supervisor,"Caldwell, Idaho",,
,,Dasher supervisor,"Pocatello, Idaho",,
,,Dasher supervisor,"Chicago, Illinois",,
,,Dasher supervisor,"Aurora, Illinois",,
,,Dasher supervisor,"Joliet, Illinois",,
,,Dasher supervisor,"Naperville, Illinois",,
,,Dasher supervisor,"Rockford, Illinois",,
,,Dasher supervisor,"Springfield, Illinois",,
,,Dasher supervisor,"Indianapolis (balance), Indiana",,
,,Dasher supervisor,"Fort Wayne, Indiana",,
,,Dasher supervisor,"Evansville, Indiana",,
,,Dasher supervisor,"South Bend, Indiana",,
,,Dasher supervisor,"Fishers, Indiana",,
,,Dasher supervisor,"Carmel, Indiana",,
,,Dasher supervisor,"Des Moines, Iowa",,
,,Dasher supervisor,"Cedar Rapids, Iowa",,
,,Dasher supervisor,"Davenport, Iowa",,
,,Dasher supervisor,"Sioux City, Iowa",,
,,Dasher supervisor,"Iowa City, Iowa",,
,,Dasher supervisor,"Ankeny, Iowa",,
,,Dasher supervisor,"Wichita, Kansas",,
,,Dasher supervisor,"Overland Park, Kansas",,
,,Dasher supervisor,"Kansas City, Kansas",,
,,Dasher supervisor,"Olathe, Kansas",,
,,Dasher supervisor,"Topeka, Kansas",,
,,Dasher supervisor,"Lawrence, Kansas",,
,,Dasher supervisor,"Louisville/Jefferson County metro government (balance), Kentucky",,
,,Dasher supervisor,"Lexington-Fayette urban county, Kentucky",,
,,Dasher supervisor,"Bowling Green, Kentucky",,
,,Dasher supervisor,"Owensboro, Kentucky",,
,,Dasher supervisor,"Covington, Kentucky",,
,,Dasher supervisor,"Georgetown, Kentucky",,
,,Dasher supervisor,"New Orleans, Louisiana",,
,,Dasher supervisor,"Baton Rouge, Louisiana",,
,,Dasher supervisor,"Shreveport, Louisiana",,
,,Dasher supervisor,"Lafayette, Louisiana",,
,,Dasher supervisor,"Lake Charles, Louisiana",,
,,Dasher supervisor,"Kenner, Louisiana",,
,,Dasher supervisor,"Portland, Maine",,
,,Dasher supervisor,"Lewiston, Maine",,
,,Dasher supervisor,"Bangor, Maine",,
,,Dasher supervisor,"South Portland, Maine",,
,,Dasher supervisor,"Auburn, Maine",,
,,Dasher supervisor,"Biddeford, Maine",,
,,Dasher supervisor,"Baltimore, Maryland",,
,,Dasher supervisor,"Frederick, Maryland",,
,,Dasher supervisor,"Gaithersburg, Maryland",,
,,Dasher supervisor,"Rockville, Maryland",,
,,Dasher supervisor,"Bowie, Maryland",,
,,Dasher supervisor,"Hagerstown, Maryland",,
,,Dasher supervisor,"Boston, Massachusetts",,
,,Dasher supervisor,"Worcester, Massachusetts",,
,,Dasher supervisor,"Springfield, Massachusetts",,
,,Dasher supervisor,"Cambridge, Massachusetts",,
,,Dasher supervisor,"Lowell, Massachusetts",,
,,Dasher supervisor,"Brockton, Massachusetts",,
,,Dasher supervisor,"Detroit, Michigan",,
,,Dasher supervisor,"Grand Rapids, Michigan",,
,,Dasher supervisor,"Warren, Michigan",,
,,Dasher supervisor,"Sterling Heights, Michigan",,
,,Dasher supervisor,"Ann Arbor, Michigan",,
,,Dasher supervisor,"Lansing, Michigan",,
,,Dasher supervisor,"Minneapolis, Minnesota",,
,,Dasher supervisor,"St. Paul, Minnesota",,
,,Dasher supervisor,"Rochester, Minnesota",,
,,Dasher supervisor,"Bloomington, Minnesota",,
,,Dasher supervisor,"Duluth, Minnesota",,
,,Dasher supervisor,"Brooklyn Park, Minnesota",,
,,Dasher supervisor,"Jackson, Mississippi",,
,,Dasher supervisor,"Gulfport, Mississippi",,
,,Dasher supervisor,"Southaven, Mississippi",,
,,Dasher supervisor,"Biloxi, Mississippi",,
,,Dasher supervisor,"Hattiesburg, Mississippi",,
,,Dasher supervisor,"Olive Branch, Mississippi",,
,,Dasher supervisor,"Kansas City, Missouri",,
,,Dasher supervisor,"St. Louis, Missouri",,
,,Dasher supervisor,"Springfield, Missouri",,
,,Dasher supervisor,"Columbia, Missouri",,
,,Dasher supervisor,"Independence, Missouri",,
,,Dasher supervisor,"Lee's Summit, Missouri",,
,,Dasher supervisor,"Billings, Montana",,
,,Dasher supervisor,"Missoula, Montana",,
,,Dasher supervisor,"Great Falls, Montana",,
,,Dasher supervisor,"Bozeman, Montana",,
,,Dasher supervisor,"Butte-Silver Bow (balance), Montana",,
,,Dasher supervisor,"Helena, Montana",,
,,Dasher supervisor,"Omaha, Nebraska",,
,,Dasher supervisor,"Lincoln, Nebraska",,
,,Dasher supervisor,"Bellevue, Nebraska",,
,,Dasher supervisor,"Grand Island, Nebraska",,
,,Dasher supervisor,"Kearney, Nebraska",,
,,Dasher supervisor,"Fremont, Nebraska",,
,,Dasher supervisor,"Las Vegas, Nevada",,
,,Dasher supervisor,"Henderson, Nevada",,
,,Dasher supervisor,"North Las Vegas, Nevada",,
,,Dasher supervisor,"Reno, Nevada",,
,,Dasher supervisor,"Sparks, Nevada",,
,,Dasher supervisor,"Carson City, Nevada",,
,,Dasher supervisor,"Manchester, New Hampshire",,
,,Dasher supervisor,"Nashua, New Hampshire",,
,,Dasher supervisor,"Concord, New Hampshire",,
,,Dasher supervisor,"Dover, New Hampshire",,
,,Dasher supervisor,"Rochester, New Hampshire",,
,,Dasher supervisor,"Keene, New Hampshire",,
,,Dasher supervisor,"Newark, New Jersey",,
,,Dasher supervisor,"Jersey City, New Jersey",,
,,Dasher supervisor,"Paterson, New Jersey",,
,,Dasher supervisor,"Elizabeth, New Jersey",,
,,Dasher supervisor,"Trenton, New Jersey",,
,,Dasher supervisor,"Clifton, New Jersey",,
,,Dasher supervisor,"Albuquerque, New Mexico",,
,,Dasher supervisor,"Las Cruces, New Mexico",,
,,Dasher supervisor,"Rio Rancho, New Mexico",,
,,Dasher supervisor,"Santa Fe, New Mexico",,
,,Dasher supervisor,"Roswell, New Mexico",,
,,Dasher supervisor,"Farmington, New Mexico",,
,,Dasher supervisor,"New York, New York",,
,,Dasher supervisor,"Buffalo, New York",,
,,Dasher supervisor,"Rochester, New York",,
,,Dasher supervisor,"Yonkers, New York",,
,,Dasher supervisor,"Syracuse, New York",,
,,Dasher supervisor,"Albany, New York",,
,,Dasher supervisor,"Charlotte, North Carolina",,
,,Dasher supervisor,"Raleigh, North Carolina",,
